,HM01,HM03,HM06,HM07,HM14,HM17,HM43,HM54,HM56,HM57,HM60,HM66,HM68,HM86
b2419,PROKKA_02175,PROKKA_00801,PROKKA_01221,PROKKA_02004,PROKKA_02450,PROKKA_04114,PROKKA_03780,PROKKA_04567,PROKKA_02194,PROKKA_01249,PROKKA_02805,PROKKA_01226,PROKKA_01868,PROKKA_02256
b3541,PROKKA_03428,PROKKA_01952,PROKKA_02539,PROKKA_03336,PROKKA_03635,PROKKA_02851,PROKKA_02571,PROKKA_00574,PROKKA_00951,PROKKA_02552,PROKKA_04480,PROKKA_02440,PROKKA_03038,PROKKA_00931
b1592,PROKKA_01233,PROKKA_04542,PROKKA_00249,PROKKA_01074,PROKKA_01564,PROKKA_05085,PROKKA_04707,PROKKA_03422,PROKKA_03091,PROKKA_00246,PROKKA_01734,PROKKA_00237,PROKKA_00953,PROKKA_03218
b2229,PROKKA_02000,PROKKA_00581,PROKKA_01034,PROKKA_01818,PROKKA_02273,PROKKA_04295,PROKKA_03956,PROKKA_04333,PROKKA_02366,PROKKA_01069,PROKKA_02592,PROKKA_01049,PROKKA_01695,PROKKA_02439
b1439,PROKKA_01028,PROKKA_04370,PROKKA_00155,PROKKA_00857,PROKKA_01430,PROKKA_00091,PROKKA_00080,PROKKA_03310,PROKKA_03190,PROKKA_00129,PROKKA_01511,PROKKA_00063,PROKKA_00807,PROKKA_03344
b1288,PROKKA_00929,PROKKA_04247,PROKKA_00053,PROKKA_00687,PROKKA_01306,PROKKA_00195,PROKKA_00180,PROKKA_03208,PROKKA_03354,PROKKA_00032,PROKKA_01318,PROKKA_05037,PROKKA_00713,PROKKA_03453
b3471,PROKKA_03310,PROKKA_01871,PROKKA_02451,PROKKA_03240,PROKKA_03559,PROKKA_02941,PROKKA_02657,PROKKA_00495,PROKKA_01038,PROKKA_02467,PROKKA_04580,PROKKA_02356,PROKKA_02954,PROKKA_01009
b1235,PROKKA_00800,PROKKA_04188,PROKKA_05109,PROKKA_00618,PROKKA_01246,PROKKA_00254,PROKKA_00314,PROKKA_03061,PROKKA_03411,PROKKA_05058,PROKKA_01253,PROKKA_04979,PROKKA_00654,PROKKA_03516
b1237,PROKKA_00804,PROKKA_04190,PROKKA_05111,PROKKA_00620,PROKKA_01248,PROKKA_00252,PROKKA_00312,PROKKA_03063,PROKKA_03409,PROKKA_05060,PROKKA_01256,PROKKA_04981,PROKKA_00656,PROKKA_03514
b0876,PROKKA_00386,PROKKA_03841,PROKKA_04562,PROKKA_00166,PROKKA_00779,PROKKA_00878,PROKKA_00652,PROKKA_02627,PROKKA_03806,PROKKA_04559,PROKKA_00790,PROKKA_04372,PROKKA_00156,PROKKA_04040
b0208,PROKKA_04644,PROKKA_03141,PROKKA_03895,PROKKA_04584,PROKKA_00036,PROKKA_01627,PROKKA_01337,PROKKA_01937,PROKKA_04503,PROKKA_03888,PROKKA_03184,PROKKA_03634,PROKKA_04395,PROKKA_04678
b2373,PROKKA_02133,PROKKA_00756,PROKKA_01178,PROKKA_01957,PROKKA_02405,PROKKA_04159,PROKKA_03828,PROKKA_04521,PROKKA_02239,PROKKA_01204,PROKKA_02754,PROKKA_01181,PROKKA_01823,PROKKA_02302
b0855,PROKKA_00360,PROKKA_03820,PROKKA_04540,PROKKA_00142,PROKKA_00757,PROKKA_00899,PROKKA_00673,PROKKA_02606,PROKKA_03827,PROKKA_04537,PROKKA_00762,PROKKA_04351,PROKKA_00135,PROKKA_04062
b3050,PROKKA_02898,PROKKA_01458,PROKKA_02028,PROKKA_02796,PROKKA_03189,PROKKA_03381,PROKKA_03090,PROKKA_00052,PROKKA_01465,PROKKA_02033,PROKKA_05110,PROKKA_01910,PROKKA_02527,PROKKA_01462
b1708,PROKKA_01360,PROKKA_00030,PROKKA_00373,PROKKA_01220,PROKKA_01692,PROKKA_04955,PROKKA_04581,PROKKA_03549,PROKKA_02970,PROKKA_00369,PROKKA_01876,PROKKA_00360,PROKKA_01082,PROKKA_03089
b0167,PROKKA_04600,PROKKA_03095,PROKKA_03851,PROKKA_04535,PROKKA_04783,PROKKA_01674,PROKKA_01383,PROKKA_01891,PROKKA_04548,PROKKA_03840,PROKKA_03234,PROKKA_03589,PROKKA_04349,PROKKA_04722
b4106,PROKKA_04087,PROKKA_02568,PROKKA_03286,PROKKA_04028,PROKKA_04286,PROKKA_02170,PROKKA_01916,PROKKA_01294,PROKKA_00291,PROKKA_03221,PROKKA_03895,PROKKA_03090,PROKKA_03768,PROKKA_00186
b0658,PROKKA_00153,PROKKA_03619,PROKKA_04335,PROKKA_05139,PROKKA_00546,PROKKA_01094,PROKKA_00882,PROKKA_02405,PROKKA_04022,PROKKA_04344,PROKKA_00387,PROKKA_04152,PROKKA_04862,PROKKA_04258
b2163,PROKKA_01932,PROKKA_00521,PROKKA_00963,PROKKA_01749,PROKKA_02211,PROKKA_04367,PROKKA_04026,PROKKA_04194,PROKKA_02435,PROKKA_00997,PROKKA_02497,PROKKA_00980,PROKKA_01625,PROKKA_02509
b1794,PROKKA_01446,PROKKA_00108,PROKKA_00461,PROKKA_01313,PROKKA_01775,PROKKA_04867,PROKKA_04490,PROKKA_03641,PROKKA_02883,PROKKA_00457,PROKKA_01973,PROKKA_00448,PROKKA_01169,PROKKA_02987
b0687,PROKKA_00179,PROKKA_03645,PROKKA_04371,PROKKA_05165,PROKKA_00572,PROKKA_01057,PROKKA_00845,PROKKA_02442,PROKKA_03986,PROKKA_04379,PROKKA_00418,PROKKA_04188,PROKKA_04897,PROKKA_04224
b1111,PROKKA_00608,PROKKA_04079,PROKKA_04897,PROKKA_00462,PROKKA_01078,PROKKA_00519,PROKKA_00431,PROKKA_02848,PROKKA_03585,PROKKA_04778,PROKKA_01093,PROKKA_04767,PROKKA_00472,PROKKA_03709
b2916,PROKKA_02709,PROKKA_01313,PROKKA_01764,PROKKA_02559,PROKKA_02970,PROKKA_03632,PROKKA_03281,PROKKA_05063,PROKKA_01643,PROKKA_01764,PROKKA_05338,PROKKA_01718,PROKKA_02344,PROKKA_01745
b0083,PROKKA_04516,PROKKA_03011,PROKKA_03758,PROKKA_04447,PROKKA_04712,PROKKA_01765,PROKKA_01468,PROKKA_01802,PROKKA_04638,PROKKA_03751,PROKKA_03333,PROKKA_03501,PROKKA_04261,PROKKA_04812
b2291,PROKKA_02064,PROKKA_00635,PROKKA_01097,PROKKA_01877,PROKKA_02332,PROKKA_04234,PROKKA_03895,PROKKA_04394,PROKKA_02304,PROKKA_01129,PROKKA_02670,PROKKA_01111,PROKKA_01757,PROKKA_02376
b0367,PROKKA_04859,PROKKA_03343,PROKKA_04056,PROKKA_04815,PROKKA_00193,PROKKA_01360,PROKKA_01148,PROKKA_02128,PROKKA_04287,PROKKA_04088,PROKKA_00081,PROKKA_03889,PROKKA_04604,PROKKA_04531
b2587,PROKKA_02351,PROKKA_00974,PROKKA_01376,PROKKA_02197,PROKKA_02626,PROKKA_03960,PROKKA_03626,PROKKA_04742,PROKKA_01983,PROKKA_01453,PROKKA_02996,PROKKA_01383,PROKKA_02022,PROKKA_02098
b1832,PROKKA_01488,PROKKA_00151,PROKKA_00496,PROKKA_01362,PROKKA_01818,PROKKA_04828,PROKKA_04451,PROKKA_03678,PROKKA_02847,PROKKA_00492,PROKKA_02016,PROKKA_00484,PROKKA_01203,PROKKA_02951
b0440,PROKKA_04932,PROKKA_03415,PROKKA_04126,PROKKA_04894,PROKKA_00270,PROKKA_01284,PROKKA_01073,PROKKA_02201,PROKKA_04216,PROKKA_04159,PROKKA_00160,PROKKA_03964,PROKKA_04673,PROKKA_04457
b1585,PROKKA_01226,PROKKA_04535,PROKKA_00241,PROKKA_01066,PROKKA_01557,PROKKA_05092,PROKKA_04710,PROKKA_03415,PROKKA_03095,PROKKA_00239,PROKKA_01725,PROKKA_00230,PROKKA_00946,PROKKA_03221
b3967,PROKKA_03938,PROKKA_02419,PROKKA_03106,PROKKA_03859,PROKKA_04131,PROKKA_02352,PROKKA_02084,PROKKA_01121,PROKKA_00470,PROKKA_03042,PROKKA_06005,PROKKA_02915,PROKKA_03596,PROKKA_00444
b2689,PROKKA_02452,PROKKA_01046,PROKKA_01504,PROKKA_02273,PROKKA_02724,PROKKA_03889,PROKKA_03540,PROKKA_05322,PROKKA_01917,PROKKA_01522,PROKKA_05634,PROKKA_01457,PROKKA_02096,PROKKA_02022
b4195,PROKKA_04228,PROKKA_02663,PROKKA_03390,PROKKA_04126,PROKKA_04386,PROKKA_02077,PROKKA_01823,PROKKA_01473,PROKKA_00189,PROKKA_03393,PROKKA_03720,PROKKA_03183,PROKKA_03969,PROKKA_00091
b3318,PROKKA_03171,PROKKA_01733,PROKKA_02300,PROKKA_03093,PROKKA_03412,PROKKA_03102,PROKKA_02817,PROKKA_00333,PROKKA_01193,PROKKA_02305,PROKKA_04733,PROKKA_02189,PROKKA_02799,PROKKA_01174
b1835,PROKKA_01491,PROKKA_00154,PROKKA_00499,PROKKA_01366,PROKKA_01821,PROKKA_04825,PROKKA_04448,PROKKA_03681,PROKKA_02843,PROKKA_00495,PROKKA_02019,PROKKA_00489,PROKKA_01206,PROKKA_02948
b1305,PROKKA_00946,PROKKA_04264,PROKKA_00067,PROKKA_00704,PROKKA_01323,PROKKA_00181,PROKKA_00164,PROKKA_03223,PROKKA_03340,PROKKA_00046,PROKKA_01341,PROKKA_05052,PROKKA_00727,PROKKA_03438
b4241,PROKKA_04274,PROKKA_02715,PROKKA_03443,PROKKA_04182,PROKKA_04431,PROKKA_02022,PROKKA_01771,PROKKA_01517,PROKKA_00138,PROKKA_03342,PROKKA_03663,PROKKA_03237,PROKKA_04021,PROKKA_00041
b3640,PROKKA_03532,PROKKA_02059,PROKKA_02641,PROKKA_03459,PROKKA_03745,PROKKA_02748,PROKKA_02463,PROKKA_00687,PROKKA_00850,PROKKA_02653,PROKKA_04352,PROKKA_02540,PROKKA_03136,PROKKA_00832
b2956,PROKKA_02757,PROKKA_01363,PROKKA_01810,PROKKA_02606,PROKKA_03016,PROKKA_03591,PROKKA_03236,PROKKA_05020,PROKKA_01602,PROKKA_01805,PROKKA_05291,PROKKA_01759,PROKKA_02385,PROKKA_01701
b1113,PROKKA_00612,PROKKA_04081,PROKKA_04899,PROKKA_00464,PROKKA_01080,PROKKA_00517,PROKKA_00427,PROKKA_02850,PROKKA_03583,PROKKA_04780,PROKKA_01095,PROKKA_04769,PROKKA_00474,PROKKA_03707
b0482,PROKKA_04976,PROKKA_03460,PROKKA_04173,PROKKA_04939,PROKKA_00314,PROKKA_01238,PROKKA_01028,PROKKA_02245,PROKKA_04172,PROKKA_04204,PROKKA_00208,PROKKA_04009,PROKKA_04719,PROKKA_04408
b0130,PROKKA_04564,PROKKA_03060,PROKKA_03811,PROKKA_04499,PROKKA_04747,PROKKA_01711,PROKKA_01420,PROKKA_01854,PROKKA_04588,PROKKA_03804,PROKKA_03279,PROKKA_03552,PROKKA_04314,PROKKA_04761
b4055,PROKKA_04039,PROKKA_02520,PROKKA_03223,PROKKA_03972,PROKKA_04237,PROKKA_02232,PROKKA_01974,PROKKA_01232,PROKKA_00353,PROKKA_03159,PROKKA_03959,PROKKA_03028,PROKKA_03706,PROKKA_00251
b0380,PROKKA_04869,PROKKA_03352,PROKKA_04065,PROKKA_04826,PROKKA_00206,PROKKA_01349,PROKKA_01137,PROKKA_02137,PROKKA_04277,PROKKA_04097,PROKKA_00094,PROKKA_03898,PROKKA_04613,PROKKA_04520
b3959,PROKKA_03928,PROKKA_02407,PROKKA_03093,PROKKA_03846,PROKKA_04119,PROKKA_02367,PROKKA_02100,PROKKA_01107,PROKKA_00482,PROKKA_03027,PROKKA_05992,PROKKA_02901,PROKKA_03582,PROKKA_00459
b2024,PROKKA_01734,PROKKA_00363,PROKKA_00819,PROKKA_01567,PROKKA_02068,PROKKA_04516,PROKKA_04182,PROKKA_04048,PROKKA_02579,PROKKA_00849,PROKKA_02315,PROKKA_00827,PROKKA_01476,PROKKA_02662
b3642,PROKKA_03534,PROKKA_02061,PROKKA_02643,PROKKA_03461,PROKKA_03747,PROKKA_02746,PROKKA_02461,PROKKA_00689,PROKKA_00848,PROKKA_02655,PROKKA_04349,PROKKA_02542,PROKKA_03138,PROKKA_00830
b1204,PROKKA_00763,PROKKA_04151,PROKKA_05070,PROKKA_00579,PROKKA_01209,PROKKA_00296,PROKKA_00350,PROKKA_03027,PROKKA_03450,PROKKA_05019,PROKKA_01220,PROKKA_04945,PROKKA_00617,PROKKA_03551
b1116,PROKKA_00615,PROKKA_04084,PROKKA_04902,PROKKA_00468,PROKKA_01083,PROKKA_00513,PROKKA_00423,PROKKA_02853,PROKKA_03580,PROKKA_04783,PROKKA_01100,PROKKA_04772,PROKKA_00477,PROKKA_03703
b3093,PROKKA_02947,PROKKA_01503,PROKKA_02073,PROKKA_02847,PROKKA_03144,PROKKA_03334,PROKKA_03044,PROKKA_00097,PROKKA_01419,PROKKA_02080,PROKKA_04990,PROKKA_01956,PROKKA_02572,PROKKA_01414
b0914,PROKKA_00425,PROKKA_03881,PROKKA_04714,PROKKA_00245,PROKKA_00876,PROKKA_00838,PROKKA_00612,PROKKA_02667,PROKKA_03767,PROKKA_04597,PROKKA_00888,PROKKA_04419,PROKKA_00224,PROKKA_03989
b0506,PROKKA_05002,PROKKA_03485,PROKKA_04197,PROKKA_04963,PROKKA_00335,PROKKA_01215,PROKKA_01009,PROKKA_02270,PROKKA_04148,PROKKA_04224,PROKKA_00233,PROKKA_04029,PROKKA_04741,PROKKA_04387
b0594,PROKKA_00088,PROKKA_03552,PROKKA_04271,PROKKA_05065,PROKKA_00476,PROKKA_01154,PROKKA_00944,PROKKA_02346,PROKKA_04087,PROKKA_04284,PROKKA_00311,PROKKA_04093,PROKKA_04802,PROKKA_04319
b3790,PROKKA_03701,PROKKA_02223,PROKKA_02892,PROKKA_03646,PROKKA_03925,PROKKA_02577,PROKKA_02305,PROKKA_00842,PROKKA_00691,PROKKA_02822,PROKKA_05747,PROKKA_02698,PROKKA_03335,PROKKA_00664
b3037,PROKKA_02885,PROKKA_01445,PROKKA_02012,PROKKA_02780,PROKKA_03202,PROKKA_03397,PROKKA_03102,PROKKA_00040,PROKKA_01481,PROKKA_02017,PROKKA_05125,PROKKA_01898,PROKKA_02511,PROKKA_01475
b2519,PROKKA_02274,PROKKA_00901,PROKKA_01307,PROKKA_02111,PROKKA_02550,PROKKA_04027,PROKKA_03694,PROKKA_04673,PROKKA_02109,PROKKA_01384,PROKKA_02911,PROKKA_01311,PROKKA_01955,PROKKA_02169
b0955,PROKKA_00461,PROKKA_03922,PROKKA_04748,PROKKA_00288,PROKKA_00919,PROKKA_00804,PROKKA_00573,PROKKA_02702,PROKKA_03732,PROKKA_04631,PROKKA_00934,PROKKA_04454,PROKKA_00260,PROKKA_03954
b3697,PROKKA_03609,PROKKA_02125,PROKKA_02801,PROKKA_03543,PROKKA_03826,PROKKA_02666,PROKKA_02400,PROKKA_00752,PROKKA_00786,PROKKA_02734,PROKKA_04163,PROKKA_02603,PROKKA_03244,PROKKA_00754
b1243,PROKKA_00811,PROKKA_04198,PROKKA_05118,PROKKA_00629,PROKKA_01253,PROKKA_00245,PROKKA_00305,PROKKA_03070,PROKKA_03402,PROKKA_05067,PROKKA_01263,PROKKA_04988,PROKKA_00663,PROKKA_03507
b1428,PROKKA_01018,PROKKA_04358,PROKKA_00147,PROKKA_00845,PROKKA_01419,PROKKA_00100,PROKKA_00088,PROKKA_03301,PROKKA_03198,PROKKA_00121,PROKKA_01497,PROKKA_00055,PROKKA_00799,PROKKA_03352
b1972,PROKKA_01630,PROKKA_00307,PROKKA_00704,PROKKA_01504,PROKKA_01975,PROKKA_04685,PROKKA_04307,PROKKA_03911,PROKKA_02705,PROKKA_00634,PROKKA_02173,PROKKA_00628,PROKKA_01342,PROKKA_02825
b2663,PROKKA_02424,PROKKA_01020,PROKKA_01476,PROKKA_02247,PROKKA_02698,PROKKA_03922,PROKKA_03570,PROKKA_05352,PROKKA_01945,PROKKA_01491,PROKKA_05663,PROKKA_01427,PROKKA_02066,PROKKA_02051
b3188,PROKKA_03043,PROKKA_01606,PROKKA_02165,PROKKA_02957,PROKKA_03285,PROKKA_03240,PROKKA_02953,PROKKA_00195,PROKKA_01328,PROKKA_02169,PROKKA_04882,PROKKA_02051,PROKKA_02665,PROKKA_01315
b3961,PROKKA_03931,PROKKA_02412,PROKKA_03096,PROKKA_03851,PROKKA_04124,PROKKA_02362,PROKKA_02094,PROKKA_01112,PROKKA_00479,PROKKA_03032,PROKKA_05998,PROKKA_02906,PROKKA_03587,PROKKA_00454
b1591,PROKKA_01232,PROKKA_04541,PROKKA_00248,PROKKA_01073,PROKKA_01563,PROKKA_05086,PROKKA_04708,PROKKA_03421,PROKKA_03092,PROKKA_00245,PROKKA_01733,PROKKA_00236,PROKKA_00952,PROKKA_03219
b3871,PROKKA_03790,PROKKA_02310,PROKKA_03002,PROKKA_03740,PROKKA_04020,PROKKA_02462,PROKKA_02202,PROKKA_00960,PROKKA_00580,PROKKA_02933,PROKKA_05868,PROKKA_02807,PROKKA_03448,PROKKA_00550
b3845,PROKKA_03759,PROKKA_02279,PROKKA_02970,PROKKA_03708,PROKKA_03984,PROKKA_02494,PROKKA_02234,PROKKA_00927,PROKKA_00611,PROKKA_02902,PROKKA_05831,PROKKA_02774,PROKKA_03417,PROKKA_00582
b2520,PROKKA_02275,PROKKA_00902,PROKKA_01309,PROKKA_02112,PROKKA_02551,PROKKA_04026,PROKKA_03693,PROKKA_04674,PROKKA_02108,PROKKA_01386,PROKKA_02913,PROKKA_01312,PROKKA_01956,PROKKA_02168
b1254,PROKKA_00822,PROKKA_04209,PROKKA_05129,PROKKA_00642,PROKKA_01265,PROKKA_00234,PROKKA_00294,PROKKA_03081,PROKKA_03391,PROKKA_05078,PROKKA_01276,PROKKA_05001,PROKKA_00675,PROKKA_03495
b3865,PROKKA_03781,PROKKA_02301,PROKKA_02993,PROKKA_03731,PROKKA_04010,PROKKA_02471,PROKKA_02212,PROKKA_00951,PROKKA_00589,PROKKA_02924,PROKKA_05859,PROKKA_02798,PROKKA_03439,PROKKA_00559
b2709,PROKKA_02474,PROKKA_01067,PROKKA_01525,PROKKA_02295,PROKKA_02745,PROKKA_03866,PROKKA_03520,PROKKA_05302,PROKKA_01897,PROKKA_01544,PROKKA_05612,PROKKA_01477,PROKKA_02116,PROKKA_02000
b2237,PROKKA_02009,PROKKA_00589,PROKKA_01043,PROKKA_01826,PROKKA_02282,PROKKA_04285,PROKKA_03946,PROKKA_04341,PROKKA_02358,PROKKA_01077,PROKKA_02602,PROKKA_01058,PROKKA_01704,PROKKA_02429
b2543,PROKKA_02302,PROKKA_00927,PROKKA_01328,PROKKA_02139,PROKKA_02578,PROKKA_04007,PROKKA_03673,PROKKA_04693,PROKKA_02089,PROKKA_01406,PROKKA_02941,PROKKA_01331,PROKKA_01975,PROKKA_02149
b3287,PROKKA_03138,PROKKA_01700,PROKKA_02267,PROKKA_03059,PROKKA_03379,PROKKA_03136,PROKKA_02850,PROKKA_00300,PROKKA_01226,PROKKA_02272,PROKKA_04768,PROKKA_02156,PROKKA_02766,PROKKA_01209
b4006,PROKKA_03981,PROKKA_02463,PROKKA_03148,PROKKA_03904,PROKKA_04176,PROKKA_02310,PROKKA_02040,PROKKA_01163,PROKKA_00427,PROKKA_03084,PROKKA_04048,PROKKA_02958,PROKKA_03638,PROKKA_00402
b2016,PROKKA_01724,PROKKA_00354,PROKKA_00810,PROKKA_01558,PROKKA_02059,PROKKA_04526,PROKKA_04193,PROKKA_04039,PROKKA_02588,PROKKA_00840,PROKKA_02306,PROKKA_00818,PROKKA_01467,PROKKA_02672
b3008,PROKKA_02852,PROKKA_01420,PROKKA_01971,PROKKA_02756,PROKKA_03236,PROKKA_03440,PROKKA_03144,PROKKA_04802,PROKKA_01519,PROKKA_01974,PROKKA_05155,PROKKA_01843,PROKKA_02468,PROKKA_01528
b1680,PROKKA_01328,PROKKA_04634,PROKKA_00343,PROKKA_01185,PROKKA_01660,PROKKA_04987,PROKKA_04613,PROKKA_03516,PROKKA_03000,PROKKA_00338,PROKKA_01840,PROKKA_00329,PROKKA_01049,PROKKA_03122
b2593,PROKKA_02358,PROKKA_00981,PROKKA_01383,PROKKA_02205,PROKKA_02633,PROKKA_03953,PROKKA_03619,PROKKA_04755,PROKKA_01976,PROKKA_01460,PROKKA_05713,PROKKA_01396,PROKKA_02035,PROKKA_02084
b2302,PROKKA_02075,PROKKA_00646,PROKKA_01108,PROKKA_01890,PROKKA_02343,PROKKA_04223,PROKKA_03884,PROKKA_04407,PROKKA_02293,PROKKA_01141,PROKKA_02682,PROKKA_01122,PROKKA_01768,PROKKA_02364
b4058,PROKKA_04042,PROKKA_02523,PROKKA_03226,PROKKA_03975,PROKKA_04240,PROKKA_02229,PROKKA_01971,PROKKA_01235,PROKKA_00350,PROKKA_03162,PROKKA_03956,PROKKA_03031,PROKKA_03709,PROKKA_00248
b2575,PROKKA_02337,PROKKA_00962,PROKKA_01364,PROKKA_02182,PROKKA_02614,PROKKA_03972,PROKKA_03638,PROKKA_04730,PROKKA_01995,PROKKA_01441,PROKKA_02982,PROKKA_01371,PROKKA_02010,PROKKA_02110
b3424,PROKKA_03258,PROKKA_01822,PROKKA_02401,PROKKA_03187,PROKKA_03508,PROKKA_02999,PROKKA_02715,PROKKA_00437,PROKKA_01093,PROKKA_02410,PROKKA_04629,PROKKA_02293,PROKKA_02900,PROKKA_01069
b3689,PROKKA_03601,PROKKA_02117,PROKKA_02793,PROKKA_03533,PROKKA_03818,PROKKA_02674,PROKKA_02408,PROKKA_00744,PROKKA_00794,PROKKA_02726,PROKKA_04173,PROKKA_02595,PROKKA_03236,PROKKA_00762
b2168,PROKKA_01937,PROKKA_00526,PROKKA_00968,PROKKA_01754,PROKKA_02216,PROKKA_04362,PROKKA_04020,PROKKA_04199,PROKKA_02430,PROKKA_01002,PROKKA_02507,PROKKA_00985,PROKKA_01630,PROKKA_02504
b0055,PROKKA_04487,PROKKA_02983,PROKKA_03724,PROKKA_04417,PROKKA_04668,PROKKA_01795,PROKKA_01500,PROKKA_01773,PROKKA_04670,PROKKA_03722,PROKKA_03362,PROKKA_03472,PROKKA_04231,PROKKA_04841
b3098,PROKKA_02952,PROKKA_01513,PROKKA_02078,PROKKA_02856,PROKKA_03135,PROKKA_03329,PROKKA_03039,PROKKA_00106,PROKKA_01414,PROKKA_02085,PROKKA_04981,PROKKA_01965,PROKKA_02577,PROKKA_01405
b0738,PROKKA_00232,PROKKA_03696,PROKKA_04421,PROKKA_05221,PROKKA_00626,PROKKA_01018,PROKKA_00796,PROKKA_02481,PROKKA_03946,PROKKA_04417,PROKKA_00497,PROKKA_04228,PROKKA_04934,PROKKA_04184
b4124,PROKKA_04107,PROKKA_02588,PROKKA_03306,PROKKA_04051,PROKKA_04306,PROKKA_02150,PROKKA_01897,PROKKA_01313,PROKKA_00272,PROKKA_03241,PROKKA_03875,PROKKA_03109,PROKKA_03787,PROKKA_00166
b2285,PROKKA_02058,PROKKA_00629,PROKKA_01090,PROKKA_01870,PROKKA_02325,PROKKA_04240,PROKKA_03901,PROKKA_04388,PROKKA_02311,PROKKA_01123,PROKKA_02661,PROKKA_01105,PROKKA_01750,PROKKA_02384
b0389,PROKKA_04878,PROKKA_03361,PROKKA_04074,PROKKA_04835,PROKKA_00215,PROKKA_01340,PROKKA_01128,PROKKA_02146,PROKKA_04268,PROKKA_04106,PROKKA_00104,PROKKA_03908,PROKKA_04622,PROKKA_04510
b2125,PROKKA_01894,PROKKA_00483,PROKKA_00925,PROKKA_01701,PROKKA_02172,PROKKA_04406,PROKKA_04064,PROKKA_04157,PROKKA_02473,PROKKA_00959,PROKKA_02450,PROKKA_00939,PROKKA_01588,PROKKA_02548
b3099,PROKKA_02953,PROKKA_01514,PROKKA_02079,PROKKA_02857,PROKKA_03134,PROKKA_03328,PROKKA_03038,PROKKA_00107,PROKKA_01413,PROKKA_02086,PROKKA_04980,PROKKA_01966,PROKKA_02578,PROKKA_01404
b1763,PROKKA_01415,PROKKA_00086,PROKKA_00428,PROKKA_01282,PROKKA_01751,PROKKA_04898,PROKKA_04521,PROKKA_03605,PROKKA_02915,PROKKA_00426,PROKKA_01938,PROKKA_00414,PROKKA_01137,PROKKA_03024
b3749,PROKKA_03664,PROKKA_02183,PROKKA_02854,PROKKA_03604,PROKKA_03883,PROKKA_02615,PROKKA_02348,PROKKA_00803,PROKKA_00734,PROKKA_02785,PROKKA_04103,PROKKA_02655,PROKKA_03299,PROKKA_00701
b1308,PROKKA_00949,PROKKA_04267,PROKKA_00070,PROKKA_00707,PROKKA_01326,PROKKA_00178,PROKKA_00161,PROKKA_03226,PROKKA_03337,PROKKA_00049,PROKKA_01344,PROKKA_05055,PROKKA_00730,PROKKA_03435
b2136,PROKKA_01906,PROKKA_00495,PROKKA_00938,PROKKA_01715,PROKKA_02184,PROKKA_04394,PROKKA_04052,PROKKA_04169,PROKKA_02461,PROKKA_00971,PROKKA_02465,PROKKA_00952,PROKKA_01600,PROKKA_02536
b2726,PROKKA_02491,PROKKA_01084,PROKKA_01543,PROKKA_02315,PROKKA_02762,PROKKA_03847,PROKKA_03501,PROKKA_05281,PROKKA_01879,PROKKA_01563,PROKKA_05593,PROKKA_01498,PROKKA_02134,PROKKA_01981
b1114,PROKKA_00613,PROKKA_04082,PROKKA_04900,PROKKA_00466,PROKKA_01081,PROKKA_00516,PROKKA_00425,PROKKA_02851,PROKKA_03582,PROKKA_04781,PROKKA_01098,PROKKA_04770,PROKKA_00475,PROKKA_03706
b2525,PROKKA_02282,PROKKA_00908,PROKKA_01315,PROKKA_02119,PROKKA_02558,PROKKA_04020,PROKKA_03687,PROKKA_04680,PROKKA_02102,PROKKA_01392,PROKKA_02921,PROKKA_01318,PROKKA_01962,PROKKA_02162
b3292,PROKKA_03144,PROKKA_01706,PROKKA_02273,PROKKA_03064,PROKKA_03385,PROKKA_03130,PROKKA_02844,PROKKA_00306,PROKKA_01220,PROKKA_02278,PROKKA_04762,PROKKA_02162,PROKKA_02772,PROKKA_01203
b4473,PROKKA_03137,PROKKA_01699,PROKKA_02266,PROKKA_03058,PROKKA_03378,PROKKA_03137,PROKKA_02851,PROKKA_00299,PROKKA_01227,PROKKA_02271,PROKKA_04769,PROKKA_02155,PROKKA_02765,PROKKA_01211
b2595,PROKKA_02360,PROKKA_00983,PROKKA_01385,PROKKA_02207,PROKKA_02635,PROKKA_03951,PROKKA_03617,PROKKA_04757,PROKKA_01974,PROKKA_01462,PROKKA_05711,PROKKA_01398,PROKKA_02037,PROKKA_02082
b2708,PROKKA_02473,PROKKA_01066,PROKKA_01524,PROKKA_02294,PROKKA_02744,PROKKA_03867,PROKKA_03521,PROKKA_05303,PROKKA_01898,PROKKA_01543,PROKKA_05613,PROKKA_01476,PROKKA_02115,PROKKA_02001
b1797,PROKKA_01449,PROKKA_00112,PROKKA_00464,PROKKA_01317,PROKKA_01780,PROKKA_04864,PROKKA_04487,PROKKA_03644,PROKKA_02880,PROKKA_00460,PROKKA_01976,PROKKA_00451,PROKKA_01172,PROKKA_02984
b1860,PROKKA_01522,PROKKA_00185,PROKKA_00530,PROKKA_01397,PROKKA_01852,PROKKA_04794,PROKKA_04417,PROKKA_03710,PROKKA_02814,PROKKA_00526,PROKKA_02053,PROKKA_00519,PROKKA_01234,PROKKA_02916
b1195,PROKKA_00748,PROKKA_04142,PROKKA_05023,PROKKA_00569,PROKKA_01198,PROKKA_00312,PROKKA_00364,PROKKA_03013,PROKKA_03464,PROKKA_05005,PROKKA_01171,PROKKA_04930,PROKKA_00603,PROKKA_03564
